id,usuario_id,descripcion,valor,categoria,fecha
76206,1477,cargo por bonos corporativos,272.12,Inversion,2025-08-16
76207,1231,compra en vía bariloche,207.36,Transporte,2025-08-22
76208,926,pago aes distribuidora,73.47,Servicios,2025-08-19
76209,400,transferencia a nau lounge bar,51.67,Ocio,2025-03-14
76210,1211,transferencia a metrobus (autobuses),103.59,Transporte,2025-12-10
76211,1384,pago inmuebles24 guatemala,433.97,Vivienda,2025-08-22
76212,1628,pos eeq (quito),101.23,Servicios,2025-06-05
76213,1030,compra en brasil paralelo,146.2,Ocio,2025-12-23
76214,1157,koper furniture,376.54,Vivienda,2025-02-17
76215,998,pago bonos m,151.72,Inversion,2025-06-04
76216,1497,compra en bac credomatic guatemala,763.44,Vivienda,2025-11-12
76217,1628,pago surtigas,59.62,Servicios,2025-08-21
76218,513,star+,125.2,Ocio,2025-09-15
76219,782,debito la preferida,49.72,Transporte,2025-09-04
76220,83,pago vicios,28.69,Ocio,2025-10-13
76221,1715,pago shell gas,75.34,Servicios,2025-03-30
76222,1401,gd30,119.78,Inversion,2025-01-26
76223,335,xtrim play,38.56,Ocio,2025-10-19
76224,659,compra en yaguar,59.92,Alimentacion,2025-11-08
76225,102,pos pagarés bursátiles,206.58,Inversion,2025-12-15
76226,1312,material de estudio,90.74,Educacion,2025-01-25
76227,825,compra en encuentra24 (sección servicios),889.31,Vivienda,2025-02-02
76228,1055,debito sefaz-rj,155.1,Servicios,2025-08-29
76229,1338,consumo palí,48.66,Alimentacion,2025-09-03
76230,997,compra en ualá mx,206.04,Inversion,2025-07-10
76231,154,pago expresos ejecutivos,117.7,Transporte,2025-02-17
76232,560,compra en patagonia ip,54.02,Servicios,2025-05-28
76233,1577,compra en jac santa maría,148.03,Transporte,2025-07-21
76234,1177,compra en finanzas cdmx,55.13,Servicios,2025-04-09
76235,943,compra en mercado carlos iii,109.04,Alimentacion,2025-09-21
76236,694,transferencia a liverpool,314.42,Electrodomesticos,2025-10-06
76237,232,consumo assaí atacadista,46.06,Alimentacion,2025-09-06
76238,1145,consumo nuconta (nubank),218.0,Inversion,2025-08-10
76239,1209,tj maxx,154.88,Vestimenta,2025-04-19
76240,1480,debito camuzzi gas del pampeno / del sur,85.3,Servicios,2025-11-18
76241,388,líder (walmart),285.0,Electrodomesticos,2025-07-18
76242,632,latam ecuador,106.12,Transporte,2025-11-18
76243,864,consumo impuesto sobre ingresos personales,84.2,Servicios,2025-08-23
76244,1250,debito pueblo supermarkets,85.02,Alimentacion,2025-07-05
76245,1648,pago gasolinera terpel,64.13,Servicios,2025-10-20
76246,1219,centro médico la costa,116.1,Salud,2025-01-29
76247,809,pago va express,47.47,Alimentacion,2025-06-06
76248,1050,pago farmacias kielsa,110.11,Salud,2025-08-18
76249,1218,compra en ponto frio,375.55,Electrodomesticos,2025-06-06
76250,1043,pago colectivo / bus (tarjetas jaha / más),166.89,Transporte,2025-12-08
76251,855,seven-eleven,29.72,Alimentacion,2025-08-17
76252,537,debito maxikioscos,36.65,Alimentacion,2025-08-08
76253,559,construplaza,517.66,Vivienda,2025-08-13
76254,711,pago ahorro mensual en dolares,402.49,Inversion,2025-04-20
76255,1288,cargo por fortis,53.59,Alimentacion,2025-05-22
76256,1539,cargo por laboratorio clínico biolab,90.88,Salud,2025-06-12
76257,1495,koper furniture,775.78,Vivienda,2025-06-04
76258,239,supermax,52.27,Alimentacion,2025-05-13
76259,289,debito centro cultural helénico,39.24,Ocio,2025-09-26
76260,368,pago cinépolis,53.29,Ocio,2025-12-28
76261,412,sucive,97.2,Servicios,2025-04-15
76262,1046,express (rosario/salta),105.64,Servicios,2025-05-01
76263,354,cargo por impuesto a la propiedad de bienes inmuebles (ipbi),111.88,Servicios,2025-10-10
76264,1566,osklen,257.31,Vestimenta,2025-05-07
76265,1583,fair play,107.45,Vestimenta,2025-08-21
76266,420,consumo papelería san diego,249.79,Educacion,2025-10-09
76267,1339,compra en mercado carlos iii,63.64,Alimentacion,2025-06-30
76268,782,transferencia a teatro de la ciudad,53.22,Ocio,2025-04-23
76269,329,consumo café de lima,48.95,Ocio,2025-03-05
76270,1494,cda (certificados de depósito de ahorro),178.11,Inversion,2025-10-26
76271,873,pago maestro a domicilio ec,625.79,Vivienda,2025-11-02
76272,782,anda (administración nacional de acueductos y alcantarillados),155.11,Servicios,2025-04-14
76273,1487,compra en aerolíneas uruguayas (operaciones limitadas),44.3,Transporte,2025-10-05
76274,1464,etb,133.87,Servicios,2025-03-21
76275,1688,despensa de don juan,29.6,Alimentacion,2025-12-16
76276,738,debito bonos del tesoro público,389.41,Inversion,2025-08-10
76277,1272,park café,64.68,Ocio,2025-03-31
76278,1195,pos megamaxi(corporación favorita),37.56,Alimentacion,2025-09-11
76279,749,llama gas (glp),83.61,Servicios,2025-05-07
76280,748,cargo por real,93.19,Alimentacion,2025-03-11
76281,1795,pago jose enrique,35.04,Ocio,2025-03-02
76282,1303,truper,455.3,Vivienda,2025-01-28
76283,148,cargo por econo,74.51,Alimentacion,2025-12-17
76284,621,debito entradas de cine,86.64,Ocio,2025-06-12
76285,143,debito home center / sodimac,650.07,Vivienda,2025-04-06
76286,976,nicaragua bienes raíces,451.85,Vivienda,2025-06-04
76287,71,debito super selectos,28.42,Alimentacion,2025-05-26
76288,311,económico,39.76,Alimentacion,2025-07-25
76289,638,cargo por unicomer,579.78,Vivienda,2025-04-22
76290,467,compra en zazu,61.35,Ocio,2025-09-07
76291,594,electrónica panamericana,236.04,Electrodomesticos,2025-11-30
76292,41,metrobús,55.1,Transporte,2025-12-22
76293,899,at&t méxico,106.4,Servicios,2025-08-16
76294,771,electricistas autorizados ve,591.4,Vivienda,2025-10-28
76295,356,cargo por metrotranvía (mendoza),63.15,Transporte,2025-03-20
76296,1168,pos monitor gamer,387.0,Electrodomesticos,2025-10-12
76297,1707,feria chilena del libro,220.53,Educacion,2025-08-02
76298,279,dicico,795.44,Vivienda,2025-06-19
76299,1495,transferencia a transportes la pampa,68.17,Transporte,2025-04-13
76300,655,elektra / coppel (muebles y equipamiento masivo),630.37,Vivienda,2025-05-02
76301,969,cargo por cálidda,101.49,Servicios,2025-01-12
76302,1663,mundo pacífico,122.98,Servicios,2025-10-07
76303,58,pago mercado carlos iii,73.18,Alimentacion,2025-09-18
76304,168,pos paiz,68.58,Alimentacion,2025-07-29
76305,1654,gas nacional zeta,123.77,Servicios,2025-09-03
76306,1190,kacao,60.78,Ocio,2025-03-30
76307,373,aishop,108.99,Vestimenta,2025-11-05
76308,82,cargo por southern copper (bvl),316.62,Inversion,2025-12-05
76309,134,oxxo chile,78.65,Alimentacion,2025-05-26
76310,364,compra en cubana de aviación,83.31,Transporte,2025-12-27
76311,1509,debito tigo colombia,113.62,Servicios,2025-04-18
76312,1070,pago alquiler de casa,449.63,Vivienda,2025-12-26
76313,262,farmacia estatal,173.73,Salud,2025-11-05
76314,469,compra en cfe (comisión federal de electricidad - cobertura nacional unificada),60.59,Servicios,2025-12-06
76315,1659,compra en cemaco (sección ferretería),718.21,Vivienda,2025-03-21
76316,1246,debito vtr,109.52,Servicios,2025-04-14
76317,92,debito ice kolbi,105.9,Servicios,2025-12-03
76318,19,transferencia a santa isabel,45.33,Alimentacion,2025-06-27
76319,270,consumo alquiler de departamento,503.77,Vivienda,2025-03-09
76320,577,almacenes iberia,68.03,Alimentacion,2025-03-17
76321,1755,viaje en remis,70.39,Transporte,2025-06-07
76322,864,pos celsia,140.61,Servicios,2025-01-28
76323,669,transferencia a plaza lama,66.15,Alimentacion,2025-04-03
76324,415,debito antares,59.0,Ocio,2025-09-17
76325,1689,pos balut,213.22,Transporte,2025-06-24
76326,1271,consumo almacen de comestibles,63.67,Alimentacion,2025-02-13
76327,1735,compra en clínica corazones unidos,93.77,Salud,2025-08-27
76328,1767,olímpica,40.41,Alimentacion,2025-10-08
76329,1326,estación atocha,45.77,Ocio,2025-03-30
76330,16,debito beat,37.41,Transporte,2025-03-24
76331,620,suburbia (sección),342.88,Electrodomesticos,2025-03-21
76332,503,consumo plaza,76.1,Alimentacion,2025-11-14
76333,1419,acciones (latinex),295.87,Inversion,2025-06-19
76334,696,pago satena,120.23,Transporte,2025-03-20
76335,1002,sri (servicio de rentas internas),113.91,Servicios,2025-07-21
76336,184,compra en lattente,79.52,Ocio,2025-08-13
76337,441,compra en clínica san juan de dios (rehabilitación),74.52,Salud,2025-01-06
76338,581,debito walmart el salvador,81.78,Alimentacion,2025-03-10
76339,1274,debito universidad adolfo ibáñez (uai),84.77,Educacion,2025-12-18
76340,376,pago teatro en círculo,73.19,Ocio,2025-11-25
76341,1482,pago portofino,36.7,Ocio,2025-12-19
76342,1754,consumo excelsior gama (sección hogar),431.45,Vivienda,2025-11-12
76343,1112,debito santa isabel (cencosud),78.16,Alimentacion,2025-02-10
76344,346,pos centro deportivo,108.27,Ocio,2025-10-16
76345,729,pago supermaxi (corporación favorita),24.89,Alimentacion,2025-07-31
76346,390,aerogaviota,202.08,Transporte,2025-10-15
76347,180,debito colegio sek ecuador,87.0,Educacion,2025-10-06
76348,637,biess (banco del iess),651.89,Vivienda,2025-08-26
76349,376,compra en ara,76.77,Alimentacion,2025-03-01
76350,183,debito diarco,101.17,Alimentacion,2025-01-03
76351,844,cargo por transnica,173.3,Transporte,2025-10-07
76352,329,debito chevallier,181.28,Transporte,2025-11-11
76353,490,transferencia a yango,68.88,Transporte,2025-12-07
76354,200,café de olla,75.33,Ocio,2025-09-02
76355,696,cargo por supermaxi (corporación favorita),46.85,Alimentacion,2025-06-06
76356,479,frontel,170.08,Servicios,2025-09-18
76357,809,compra en century 21 rd,679.14,Vivienda,2025-02-08
76358,1760,pago sepaf,147.13,Servicios,2025-03-27
76359,1479,transferencia a maestros y oficios py,863.82,Vivienda,2025-07-31
76360,992,compra en sacmex (sistema de aguas de la cdmx),128.44,Servicios,2025-02-04
76361,1017,cargo por devoto,29.15,Alimentacion,2025-10-02
76362,1464,pago teatro heredia (adolfo mejía),85.78,Ocio,2025-11-05
76363,1625,soriana,67.81,Alimentacion,2025-10-15
76364,1761,papel comercial,274.49,Inversion,2025-10-09
76365,499,cargo por renner uruguay,445.19,Vestimenta,2025-09-11
76366,630,pos clínica dental white smile,124.22,Salud,2025-09-19
76367,1180,pago triple a,164.9,Servicios,2025-09-22
76368,1483,debito gtd manquehue / telsur,32.64,Servicios,2025-11-18
76369,1695,azul linhas aéreas,51.18,Transporte,2025-04-11
76370,183,transferencia a gas envasado,177.92,Servicios,2025-02-10
76371,436,compra en gas express nieto,143.93,Servicios,2025-03-02
76372,1738,eeq (quito),36.52,Servicios,2025-03-05
76373,1602,pago bonos del tesoro (letes),175.76,Inversion,2025-05-14
76374,46,pos osklen,382.45,Vestimenta,2025-12-25
76375,876,compra en petrobras (b3),162.47,Inversion,2025-09-18
76376,1796,compra en doit center (sección hogar),404.07,Vivienda,2025-04-03
76377,244,compra en papel comercial,269.11,Inversion,2025-06-24
76378,156,pago academia de musica,158.17,Educacion,2025-04-14
76379,1418,compra en impuesto a las utilidades de las empresas (iue),68.4,Servicios,2025-02-27
76380,962,maestros constructores,781.54,Vivienda,2025-03-14
76381,249,transferencia a park café,141.14,Ocio,2025-09-03
76382,945,d1,77.11,Alimentacion,2025-04-14
76383,1631,pampa energía (byma),499.3,Inversion,2025-03-21
76384,1279,compra en the bookmark,174.05,Educacion,2025-06-18
76385,1386,cargo por bonos del tesoro (tes),219.74,Inversion,2025-09-29
76386,1737,debito claro,128.02,Servicios,2025-01-08
76387,819,compra en impuesto de circulación de vehículos (placa),96.6,Servicios,2025-09-26
76388,646,debito servicio de alarma y monitoreo,119.12,Servicios,2025-08-12
76389,377,pago tigo bolivia,40.95,Servicios,2025-08-10
76390,153,claro el salvador,91.82,Servicios,2025-01-15
76391,1791,pos ute (estatal nacional),38.8,Servicios,2025-12-13
76392,772,barraca verrastro,828.02,Vivienda,2025-01-07
76393,240,copaco,39.73,Servicios,2025-09-05
76394,1484,sefaz-rj,79.54,Servicios,2025-04-30
76395,1176,transferencia a plaza vea y vivanda (inretail / intercorp),69.25,Alimentacion,2025-08-22
76396,1464,pago baar fun fun,58.13,Ocio,2025-06-22
76397,603,debito parlante bluetooth,302.89,Electrodomesticos,2025-05-22
76398,240,cable onda go,42.93,Ocio,2025-08-30
76399,1207,cargo por aes distribuidora,81.98,Servicios,2025-06-25
76400,310,flota imbabura,107.34,Transporte,2025-12-01
76401,259,pos hospital privado hondureño (servicios dentales),82.97,Salud,2025-09-21
76402,1484,transferencia a mercado de las brujas (comida callejera),41.11,Ocio,2025-09-28
76403,431,sonigas,52.61,Servicios,2025-10-04
76404,500,debito servicio de internet banda ancha,88.63,Servicios,2025-04-22
76405,76,pos edenorte (santiago/cibao),138.5,Servicios,2025-04-26
76406,297,compra en viaje en auto particular,144.84,Transporte,2025-06-14
76407,1386,transferencia a impuesto sobre inmuebles urbanos,61.22,Servicios,2025-07-22
76408,183,pos mercado pago,250.64,Inversion,2025-07-24
76409,1083,compra en remax guatemala,349.61,Vivienda,2025-08-20
76410,1576,compra en café el escorial,38.39,Ocio,2025-04-07
76411,1581,transferencia a claro guatemala,72.9,Servicios,2025-02-26
76412,1430,cargo por nuconta (nubank),262.76,Inversion,2025-10-06
76413,527,debito villamorra cinecenter,58.97,Ocio,2025-04-17
76414,1756,compra en sueñolar (colchones y muebles),570.97,Vivienda,2025-12-20
76415,1211,avianca el salvador,99.4,Transporte,2025-11-25
76416,1049,cargo por tok&stok,636.92,Vivienda,2025-01-22
76417,299,debito flota imbabura,41.9,Transporte,2025-10-14
76418,1216,bonos del tesoro (letes),193.87,Inversion,2025-08-01
76419,691,pago claro pr,108.46,Servicios,2025-12-25
76420,573,ações,275.45,Inversion,2025-01-28
76421,1155,consumo olx brasil (sección inmuebles),503.31,Vivienda,2025-05-23
76422,1785,debito tigo el salvador,109.95,Servicios,2025-02-08
76423,676,compra en servicios y reparaciones montevideo,962.94,Vivienda,2025-09-20
76424,991,compra en carrefour,80.62,Alimentacion,2025-08-02
76425,504,debito el ávila,113.12,Ocio,2025-09-12
76426,1231,operacion de cambio mep,391.06,Inversion,2025-03-07
76427,238,infocasas bolivia,407.79,Vivienda,2025-07-21
76428,192,vea,69.71,Alimentacion,2025-08-14
76429,1052,debito teatro metropólitan,62.37,Ocio,2025-11-14
76430,1131,santander brasil,1004.14,Vivienda,2025-12-14
76431,1247,colegio alemán de guayaquil,190.36,Educacion,2025-08-23
76432,1404,essa,85.77,Servicios,2025-09-02
76433,429,compra en komprão,32.79,Alimentacion,2025-02-01
76434,84,bonos m,171.49,Inversion,2025-03-29
76435,498,transferencia a eletricistas,495.85,Vivienda,2025-08-18
76436,237,pago taxis estatales,111.29,Transporte,2025-03-21
76437,149,debito makro (sección),373.2,Electrodomesticos,2025-04-28
76438,851,pago ripley,239.6,Electrodomesticos,2025-05-16
76439,612,pago como quieres que te quiera,558.18,Vestimenta,2025-03-04
76440,844,pago matricula escolar,328.82,Educacion,2025-08-06
76441,1059,cargo por netflix,79.11,Ocio,2025-01-06
76442,944,pago audiofoto,546.0,Electrodomesticos,2025-04-06
76443,97,debito tiendas de materiales de construcción (estatales),470.84,Vivienda,2025-06-20
76444,1257,seven-eleven,45.79,Alimentacion,2025-12-23
76445,407,spid,64.71,Alimentacion,2025-11-04
76446,960,transferencia a impuesto de circulación de vehículos (placa),150.88,Servicios,2025-02-08
76447,525,transferencia a gonzález giménez,471.38,Electrodomesticos,2025-11-03
76448,1782,aerolíneas argentinas,230.34,Transporte,2025-01-10
76449,926,extragas,56.97,Servicios,2025-10-25
76450,489,pago edeeste (santo domingo/este),149.55,Servicios,2025-12-16
76451,404,transferencia a ribeiro,445.73,Electrodomesticos,2025-03-31
76452,774,pago de delivery comida,72.34,Ocio,2025-01-05
76453,1247,pago brt rio,50.16,Transporte,2025-04-17
76454,403,houm,475.87,Vivienda,2025-07-10
76455,451,ypf gas,46.67,Servicios,2025-11-19
76456,1610,transferencia a laser airlines,219.29,Transporte,2025-06-24
76457,184,transferencia a tigo paraguay,107.98,Servicios,2025-08-29
76458,277,consumo encanadores,374.0,Vivienda,2025-11-09
76459,895,pago freshmart,47.41,Alimentacion,2025-09-24
76460,1592,transferencia a pão de açúcar,41.63,Alimentacion,2025-03-04
76461,1593,monitor gamer,266.35,Electrodomesticos,2025-12-06
76462,1410,compra en alimentos congelados,121.19,Alimentacion,2025-04-16
76463,1517,pos alimentos congelados,54.93,Alimentacion,2025-01-12
76464,1319,pago century 21 costa rica,397.64,Vivienda,2025-12-25
76465,61,plaza lama,69.06,Alimentacion,2025-11-08
76466,1709,fci renta fija (t+1 / t+2),222.21,Inversion,2025-03-10
76467,990,debito almacenes simán (sección),328.57,Electrodomesticos,2025-12-19
76468,1646,aishop,323.68,Vestimenta,2025-03-23
76469,146,compra en ara,64.6,Alimentacion,2025-07-01
76470,1550,pago almacen express,91.21,Alimentacion,2025-03-06
76471,183,pos farmacias super farmacia,152.77,Salud,2025-03-20
76472,315,compra en ecopetrol (bvc),483.33,Inversion,2025-07-07
76473,659,chevallier,183.28,Transporte,2025-09-13
76474,744,títulos de participación (en ciertos proyectos estatales o mixtos),277.19,Inversion,2025-09-23
76475,996,entel chile,70.36,Servicios,2025-01-28
76476,809,home service (claro hogar),788.72,Vivienda,2025-11-12
76477,652,carniceria,41.45,Alimentacion,2025-07-25
76478,1684,pago el dorado,137.83,Transporte,2025-04-05
76479,930,compra en gasolinera primax,74.02,Servicios,2025-02-15
76480,893,hv multiplay,43.28,Servicios,2025-12-20
76481,36,compra en solgas,164.1,Servicios,2025-11-06
76482,789,pos cd (certificates of deposit),165.71,Inversion,2025-06-15
76483,1080,hipermaxi (sección ferretería),712.92,Vivienda,2025-06-03
76484,1065,avianca guatemala,135.18,Transporte,2025-02-02
76485,383,pago aetra bus,54.27,Transporte,2025-02-06
76486,169,pago mi comisariato (corporación el rosado),41.19,Alimentacion,2025-03-01
76487,171,compra en remax nicaragua,715.56,Vivienda,2025-08-13
76488,1642,cargo por universidad católica boliviana san pablo (ucb),81.64,Educacion,2025-12-04
76489,739,pos tcc,141.16,Servicios,2025-06-21
76490,1480,debito sansa airlines,39.16,Transporte,2025-03-08
76491,598,turbus,138.49,Transporte,2025-08-24
76492,1515,debito servicios de mantenimiento general,283.37,Vivienda,2025-05-04
76493,1318,cargo por vital,93.26,Alimentacion,2025-08-13
76494,1682,cargo por tiendas trd caribe,55.35,Alimentacion,2025-01-31
76495,1288,compra en banco guayaquil,534.1,Vivienda,2025-11-30
76496,247,pago pasaje de avion,94.87,Transporte,2025-01-12
76497,148,ahorro mensual en dolares,335.3,Inversion,2025-10-07
76498,441,consumo cdb,264.25,Inversion,2025-10-24
76499,362,compra en gasolina total (totalenergies),142.68,Servicios,2025-03-19
76500,222,cargo por edesa,66.0,Servicios,2025-09-02
76501,658,consumo el querandí,64.98,Ocio,2025-11-10
76502,108,compra en bonos del gobierno (bnv),436.61,Inversion,2025-06-20
76503,1239,compra en la comer,89.67,Alimentacion,2025-03-30
76504,1781,topitop,156.23,Vestimenta,2025-04-02
76505,1154,pago elfec,131.84,Servicios,2025-06-27
76506,576,servicio de plomeria y destapaciones,694.67,Vivienda,2025-02-11
76507,300,debito ikea (online),594.13,Vivienda,2025-06-10
76508,1459,claro perú,64.31,Servicios,2025-12-13
76509,1386,consumo cita,207.17,Transporte,2025-07-10
76510,224,pos tiendas trd caribe,31.12,Alimentacion,2025-11-16
76511,577,transferencia a sala de escape,46.75,Ocio,2025-09-26
76512,1511,debito ponto frio,684.03,Electrodomesticos,2025-05-24
76513,1601,debito esval,134.16,Servicios,2025-08-08
76514,1398,debito viva aerobus,139.97,Transporte,2025-04-29
76515,892,compra en morph,941.41,Vivienda,2025-12-28
76516,694,pago clínica ricardo palma,118.18,Salud,2025-02-05
76517,1009,vacunatorio,219.37,Salud,2025-11-20
76518,1132,desktop (san pablo),132.09,Servicios,2025-02-10
76519,1375,debito divino,597.65,Vivienda,2025-09-29
76520,423,hidroven (empresas regionales),59.45,Servicios,2025-10-22
76521,1416,compra en comercial kywi,721.11,Vivienda,2025-08-09
76522,1647,café unido,83.73,Ocio,2025-07-14
76523,76,debito cine chaplin,28.89,Ocio,2025-02-05
76524,250,compra en kiosco y golosinas,52.68,Alimentacion,2025-01-03
76525,241,colegio jefferson,294.0,Educacion,2025-11-07
76526,1250,transferencia a electricistas certificados pa,788.46,Vivienda,2025-01-07
76527,817,camuzzi gas del pampeno / del sur,123.66,Servicios,2025-07-10
76528,1497,cablecom,108.81,Servicios,2025-09-17
76529,1700,empresa municipal de agua (empagua),145.85,Servicios,2025-06-16
76530,1287,debito kioscos yes,42.62,Alimentacion,2025-03-31
76531,15,transferencia a rebuli,161.19,Transporte,2025-11-22
76532,341,remax ecuador,619.02,Vivienda,2025-12-22
76533,665,debito pagaré con rendimiento liquidable al vencimiento (prlv),212.18,Inversion,2025-09-02
76534,496,transferencia a sistema bernoulli,167.54,Educacion,2025-08-28
76535,1465,banco metropolitano,611.33,Vivienda,2025-06-25
76536,550,pago tiendas checo,360.71,Electrodomesticos,2025-09-21
76537,37,mipymes,72.52,Alimentacion,2025-08-19
76538,1658,compra en viana,162.04,Transporte,2025-11-24
76539,769,oxxo (femsa),57.35,Alimentacion,2025-08-15
76540,1199,consumo verduleria,65.54,Alimentacion,2025-11-21
76541,436,makro perú,60.37,Alimentacion,2025-04-16
76542,293,pos cinemas intermezzo,58.46,Ocio,2025-01-06
76543,301,debito instituto cumbres,174.11,Educacion,2025-03-31
76544,1678,debito electrocentro,156.15,Servicios,2025-10-13
76545,953,transferencia a ecojet,22.99,Transporte,2025-01-10
76546,1698,impuesto sobre la renta (isr),95.85,Servicios,2025-01-29
76547,1363,consumo pagarés bursátiles,267.85,Inversion,2025-07-15
76548,979,pos timbreapp,613.12,Vivienda,2025-08-23
76549,1047,compra en fondos mutuos (bbva asset management),196.13,Inversion,2025-07-26
76550,350,cargo por de prati (sección),555.2,Electrodomesticos,2025-05-11
76551,849,transbarca (brt barquisimeto),67.02,Transporte,2025-10-03
76552,1090,pago almacen express,30.7,Alimentacion,2025-05-20
76553,1419,transferencia a plaza carlos iii,176.39,Vestimenta,2025-05-25
76554,433,cargo por clínica visualiza,93.07,Salud,2025-12-30
76555,974,debito suburbia (sección),330.55,Electrodomesticos,2025-08-30
76556,1001,claro paraguay,89.14,Servicios,2025-06-06
76557,570,debito copaco,93.33,Servicios,2025-01-22
76558,1017,debito supergasbras,62.8,Servicios,2025-11-21
76559,29,pago olé (sección),373.77,Electrodomesticos,2025-06-03
76560,1107,universidad josé cecilio del valle (ujcv),90.49,Educacion,2025-11-20
76561,1500,compra en la factoría,47.46,Ocio,2025-02-16
76562,1459,deusem,88.62,Servicios,2025-06-19
76563,641,copa airlines,75.46,Transporte,2025-08-29
76564,1157,debito ómnibus / sistema de transporte metropolitano (stm montevideo),40.29,Transporte,2025-02-07
76565,115,plazo fijo tradicional,332.25,Inversion,2025-03-22
76566,1058,gas nacional,81.27,Servicios,2025-09-02
76567,637,compra en cruz del norte,117.6,Transporte,2025-04-20
76568,1102,complejo plaza,73.84,Ocio,2025-09-27
76569,275,cargo por dietetica productos naturales,45.79,Alimentacion,2025-04-16
76570,344,cargo por movistar,112.99,Servicios,2025-04-28
76571,680,pago movistar colombia,129.34,Servicios,2025-04-18
76572,81,transferencia a inmuebles24,797.33,Vivienda,2025-09-22
76573,607,compra en títulos de deuda emitidos por empresas estatales,140.9,Inversion,2025-01-08
76574,721,pos cape air,58.13,Transporte,2025-11-30
76575,72,pago alba cinema,44.15,Ocio,2025-09-03
76576,1169,total casa,544.21,Vivienda,2025-10-28
76577,1062,transferencia a carmine gastronomía,59.31,Ocio,2025-01-12
76578,474,debito taskrabbit,729.35,Vivienda,2025-03-17
76579,1021,aerocardal,89.61,Transporte,2025-05-09
76580,171,certificados de depósito a plazo fijo,393.18,Inversion,2025-01-06
76581,40,consumo el ávila,37.26,Ocio,2025-10-31
76582,1197,pago max,468.84,Electrodomesticos,2025-10-22
76583,424,pago cine chaplin,33.98,Ocio,2025-11-02
76584,1223,pos tenpo,166.23,Inversion,2025-01-14
76585,888,pago unicomer,585.35,Vivienda,2025-12-26
76586,1246,cargo por parlante bluetooth,444.02,Electrodomesticos,2025-02-20
76587,1626,marathon peru,204.12,Vestimenta,2025-12-03
76588,798,h&m,262.27,Vestimenta,2025-10-18
76589,1699,colegio internacional,314.26,Educacion,2025-06-15
76590,450,walmart el salvador,53.7,Alimentacion,2025-04-20
76591,1452,consumo impuesto sobre la renta (isr),159.51,Servicios,2025-03-14
76592,1472,clínica el ávila,157.35,Salud,2025-10-07
76593,645,compra en telecaribe / metrotel,66.73,Servicios,2025-06-20
76594,432,compra en etecsa,148.92,Servicios,2025-09-11
76595,322,compra en universidad del sagrado corazón,203.16,Educacion,2025-08-16
76596,1176,pago librería pocho,155.49,Educacion,2025-12-09
76597,1069,compra en spid,90.26,Alimentacion,2025-06-19
76598,1020,consumo tiendas trd caribe,37.92,Alimentacion,2025-12-01
76599,324,transferencia a teletón (rehabilitación),133.71,Salud,2025-11-21
76600,412,compra en libreria universitaria,232.82,Educacion,2025-10-24
76601,1285,debito zapatillas deportivas,194.37,Vestimenta,2025-06-26
76602,1243,debito tigo hogar,804.08,Vivienda,2025-08-15
76603,620,universidad austral,108.36,Educacion,2025-10-26
76604,47,eme bus,58.3,Transporte,2025-08-30
76605,645,debito brisanet (noreste),64.42,Servicios,2025-07-16
76606,1797,pos nacional (ccn),88.13,Alimentacion,2025-08-14
76607,1712,consumo hospital vilardebó (salud mental),83.84,Salud,2025-06-25
76608,633,transferencia a iva (impuesto a la transferencia de bienes muebles y a la prestación de servicios),120.06,Servicios,2025-02-19
76609,841,tigo el salvador,74.96,Servicios,2025-05-02
76610,303,caess,104.66,Servicios,2025-06-21
76611,1214,compra en contugas,91.43,Servicios,2025-02-15
76612,772,transferencia a udla (universidad de las américas),200.79,Educacion,2025-10-24
76613,1713,compra en banco santander chile,986.42,Vivienda,2025-04-30
76614,984,compra en electro sur este,65.2,Servicios,2025-02-07
76615,859,hughesnet,91.75,Servicios,2025-03-04
76616,577,pos farmacia de turno,117.18,Salud,2025-05-08
76617,864,casa nissei,314.03,Electrodomesticos,2025-02-07
76618,336,compra en compra de criptomonedas,192.29,Inversion,2025-02-01
76619,1244,transferencia a litoral gas,52.36,Servicios,2025-04-08
76620,660,circle k,96.07,Alimentacion,2025-03-11
76621,612,transferencia a epsas (la paz),95.39,Servicios,2025-03-10
76622,1143,pago impuesto al valor agado (iva),144.79,Servicios,2025-09-21
76623,1645,monge,237.23,Electrodomesticos,2025-03-10
76624,904,frávega,562.85,Electrodomesticos,2025-03-16
76625,82,debito ómnibus / sistema de transporte metropolitano (stm montevideo),114.07,Transporte,2025-05-23
76626,1037,cargo por rutas del plata,204.8,Transporte,2025-12-01
76627,969,centro médico paitilla,79.12,Salud,2025-07-20
76628,478,cargo por colegio santa clara,258.22,Educacion,2025-08-23
76629,299,compra en banco nacional de bolivia,763.25,Vivienda,2025-12-21
76630,92,inmuebles24 paraguay,466.34,Vivienda,2025-02-20
76631,750,pos luvebras,72.38,Alimentacion,2025-09-28
76632,696,transferencia a bonos m,235.76,Inversion,2025-08-05
76633,1714,pago impuesto a la renta,108.69,Servicios,2025-09-13
76634,722,gascom,45.64,Servicios,2025-01-06
76635,1300,electricistas calificados gt,532.11,Vivienda,2025-07-05
76636,304,consumo mass,77.2,Alimentacion,2025-12-17
76637,868,compra en maido,46.69,Ocio,2025-07-23
76638,787,compra en la torre,37.47,Alimentacion,2025-05-05
76639,1297,consumo turil,45.4,Transporte,2025-08-30
76640,1436,futura,79.9,Transporte,2025-06-07
